3525;Kiskőbányaszőlő        ;dűlő;;0;;0;
3519;Kisköves;dűlő;;0;;0;
3519;Kis Kőkötő              ;dűlő;;0;;0;
3519;Kis Kőkötő              ;utca;;0;;0;
3533;Kismagashegy;dűlő;;0;;0;
3531;Kiss Ernő              ;utca;;0;;0;
3519;Kiss József            ;utca       ;Tapolca;0;;0;
3534;Kiss Tábornok          ;út;;0;;0;
3508;Kis Szent Benedek;;;0;;0;
3535;Kisszilvás;völgy;;0;;0;
3524;Klapka György          ;utca;;0;;0;
3519;Kmetty János           ;utca;;0;;0;
3529;Knézich Károly         ;utca;;0;;0;
3508;Koboz                  ;utca;;0;;0;
3519;Kócsag                 ;utca       ;Tapolca;0;;0;
3518;Kodály Zoltán          ;utca       ;Pereces;0;;0;
3532;Kohász                 ;utca;;0;;0;
3532;Kohó                   ;utca;;0;;0;
3533;Kokilla                ;utca;;0;;0;
3526;Kolozsvári             ;utca;;0;;0;
3533;Komlós;tető;;0;;0;
3518;Koncsorgó              ;;;0;;0;
3535;Kondor Béla            ;utca;;0;;0;
3527;Kont István            ;utca;;-3;;0;
3530;Kont István            ;utca;;1;;11;
3530;Kont István            ;utca;;2;;10;
3528;Koppány                ;utca;;0;;0;
3529;Korach Mór             ;utca;;0;;0;
3533;Kórház                 ;utca;;0;;0;
3530;Kóris Kálmán           ;utca;;0;;0;
3521;Koromházi              ;utca;;0;;0;
3529;Kós Károly             ;utca;;0;;0;
3525;Kossuth Lajos          ;utca;;0;;0;
3517;Kosztolányi Dezső;sétány;Lillafüred;0;;0;
3516;Kovács                 ;utca       ;Görömböly;0;;0;
3516;Kozma Andor            ;utca;;0;;0;
3508;Kő                     ;utca;;0;;0;
3535;Kökény                 ;utca;;0;;0;
3524;Kölcsey Ferenc         ;utca;;0;;0;
3535;Köln;utca;;0;;0;
3534;Költő                  ;utca;;0;;0;
3516;Kőműves                ;utca       ;Görömböly;0;;0;
3533;Könyves Kálmán         ;utca;;1;;19;
3534;Könyves Kálmán         ;utca;;-3;;0;
3518;Kőpad                  ;dűlő;Pereces;0;;0;
3518;Kőpad                  ;utca       ;Pereces;0;;0;
3531;Kőporos                ;utca;;0;;0;
3528;Kőris                  ;utca;;0;;0;
3535;Körmöci                ;utca;;0;;0;
3528;Kőrös                  ;utca;;0;;0;
3527;Kőrösi Csoma Sándor    ;utca;;0;;0;
3534;Körtés;utca;;0;;0;
3525;Közdomb;utca;;0;;0;
3530;Közép                  ;sor;;0;;0;
3531;Középruzsin            ;utca;;0;;0;
3531;Középruzsin            ;dűlő;;0;;0;
3501;Középszentgyörgy       ;dűlő;;0;;0;
3529;Középszer              ;utca;;0;;0;
3534;Köztársaság            ;utca;;0;;0;
3533;Kristály               ;utca;;0;;0;
3533;Krókusz;utca;;0;;0;
3527;Kruspér István         ;utca;;0;;0;
3535;Kuruc                  ;utca;;0;;0;
3532;Kutyorvölgy;;;0;;0;
3532;Kutyorvölgy;dűlő;;0;;0;
3532;Kutyorvölgy;utca;;0;;0;
3519;Külső csabai;utca;;0;;0;
3508;Kürt                   ;utca;;0;;0;
3528;Laborc                 ;utca;;0;;0;
3525;Laborfalvi Róza        ;utca;;0;;0;
3532;Laczkó;tanya;;0;;0;
3533;Ládi                   ;telep;;0;;0;
3528;Lahner György          ;utca;;0;;0;
3530;Lajos                  ;sor;;0;;0;
3528;Lajos Árpád;utca;;0;;0;
3528;Lajta                  ;utca;;0;;0;
3516;Lakatos                ;utca       ;Görömböly;0;;0;
3534;Lankás                 ;utca;;0;;0;
3534;Lant;utca;;0;;0;
3534;Lányi Ernő             ;utca;;0;;0;
3530;Latabár                ;sor;;0;;0;
3527;Latabár Endre          ;utca;;0;;0;
3526;Latkóczi Lajos         ;utca;;0;;0;
3528;Latorca                ;utca;;0;;0;
3518;Lauday János           ;utca;Pereces;0;;0;
3516;Lavotta                ;utca;Görömböly;0;;0;
3529;Lázár Vilmos           ;utca;;0;;0;
3516;Lehár Ferenc           ;utca       ;Görömböly;0;;0;
3526;Lehel                  ;utca;;0;;0;
3530;Leiningen Károly       ;utca;;0;;0;
3533;Lejtő;utca;;0;;0;
3516;Lengyászó;utca;Görömböly;0;;0;
3530;Lenke                  ;utca;;0;;0;
3519;Lenkey Zoltán          ;utca;;0;;0;
3524;Leszih Andor           ;utca;;0;;0;
3519;Léva                   ;utca       ;Tapolca;0;;0;
3529;Lévay József           ;utca;;0;;0;
3528;Levél                  ;utca;;0;;0;
3531;Levendula;dűlőút;;0;;0;
3526;Leventevezér           ;utca;;0;;0;
3519;Lilaakác;utca;Tapolca;0;;0;
3533;Liliom;utca;;0;;0;
3534;Lilla                  ;utca;;0;;0;
3516;Lippa;dűlő;;0;;0;
3518;Liszkay Gusztáv        ;utca       ;Pereces;0;;0;
3532;Liszt Ferenc           ;utca;;0;;0;
3528;Lokomotív              ;utca;;0;;0;
3533;Lomb                   ;utca;;0;;0;
3530;Lonovics József;utca;;0;;0;
3533;Lónyay Menyhért        ;utca;;0;;0;
3533;Lórántffy Zsuzsanna    ;utca;;0;;0;
3517;Losonczy István        ;utca       ;Lillafüred;0;;0;
3535;Lovagi tornák;tere;;0;;0;
3526;Lovarda                ;utca;;0;;0;
3519;Lőcsei                 ;utca       ;Tapolca;0;;0;
3531;Lővei                  ;sor;;0;;0;
3518;Lugas                  ;utca       ;Pereces;0;;0;
3517;Lux Kálmán             ;lépcsősor  ;Lillafüred;0;;0;
3532;Lyukóbánya             ;telep;;0;;0;
3532;Lyukóbányai;út;;0;;0;
3532;Lyukókitérő;;;0;;0;
3532;Lyukóoldal;;;0;;0;
3532;Lyukóvölgy;;;0;;0;
3532;Lyukóvölgy;dűlő;;0;;0;
3532;Lyukóvölgy Gulyakút;;;0;;0;
3532;Lyukóvölgy Kishajtás;;;0;;0;
3532;Lyukóvölgy Kutyor;;;0;;0;
3532;Lyukóvölgyi;út;;0;;0;
3534;Madách Imre            ;utca;;0;;0;
3530;Mádai Lajos            ;utca;;0;;0;
3516;Madár                  ;utca       ;Görömböly;0;;0;
3525;Madarász Viktor        ;utca;;0;;0;
3533;Magashegy;;;0;;0;
3533;Magashegy;köz      ;;0;;0;
3533;Magashegy;utca;;0;;0;
3533;Magyar                 ;utca;;0;;0;
3521;Magyar László          ;utca       ;Szirma;0;;0;
3519;Magyarka;;;0;;0;
3535;Majális;park;;0;;0;
3535;Majláth István         ;utca;;0;;0;
3525;Major                  ;utca;;0;;0;
3535;Majorság;utca;;0;;0;
3508;Május 1.               ;telep;;0;;0;
3508;Málnás                 ;utca;;0;;0;
3508;Malom                  ;utca;;0;;0;
3530;Malomszög              ;utca;;0;;0;
3530;Mancs;tér;;0;;0;
3521;Mályva                 ;utca       ;Szirma;0;;0;
3533;Mányoki Ádám           ;utca;;0;;0;
3521;Marek József           ;utca       ;Szirma;0;;0;
3533;Margaréta;utca;;0;;0;
3501;Margitta               ;dűlő;;0;;0;
3525;Margittai              ;utca;;0;;0;
3534;Mária                  ;utca;;0;;0;
3519;Máriássy Sándor        ;utca       ;Tapolca;0;;0;
3525;Marjalaki Kiss Lajos   ;utca;;0;;0;
3532;Maros                  ;utca;;0;;0;
3528;Martin Károly          ;utca;;0;;0;
3533;Martinász              ;utca;;0;;0;
3527;Martinovics Ignác      ;utca;;-3;;0;
3529;Martinovics Ignác      ;utca;;1;;7;
3529;Martinovics Ignác      ;utca;;2;;10;
3530;Mártírok;útja;;0;;0;
3534;Márton bíró            ;utca;;0;;0;
3533;Második                ;utca;;0;;0;
3519;Mátra                  ;utca       ;Tapolca;0;;0;
3525;Mátyás király          ;utca;;0;;0;
3527;MÁV                    ;telep;;0;;0;
3526;Mechatronik;park;;0;;0;
3519;Mécs László;utca;;0;;0;
3525;Mecsek                 ;utca;;0;;0;
3508;Mécses                 ;utca;;0;;0;
3529;Medgyessy Ferenc       ;utca;;0;;0;
3524;Mednyánszky László     ;utca;;0;;0;
3518;Meggyes;utca;Pereces;0;;0;
3530;Meggyesalja            ;utca;;0;;0;
3532;Méhész                 ;utca;;0;;0;
3530;Melinda                ;utca;;0;;0;
3533;Mély                   ;út;;0;;0;
3530;Mélyvölgy              ;utca;;0;;0;
3501;Mendikás               ;dűlő;;0;;0;
3516;Meredek                ;köz      ;Görömböly;0;;0;
3519;Mérnök                 ;utca;;0;;0;
3533;Mester                 ;utca;;0;;0;
3508;Mész                   ;utca;;0;;0;
3519;Mészáros               ;utca;;0;;0;
3508;Mésztelep;utca;;0;;0;
3508;Mésztelepi;kolónia;;0;;0;
3534;Mexikó                 ;telep;;0;;0;
3534;Mexikóvölgy            ;;;0;;0;
3521;Méz                    ;utca;;0;;0;
3528;Mező                   ;utca;;0;;0;
3516;Mihályka;dűlő;;0;;0;
3529;Mikes Kelemen          ;utca;;0;;0;
3532;Miklós                 ;utca;;0;;0;
3529;Mikszáth Kálmán        ;utca;;0;;0;
3530;Mindszent              ;tér;;0;;0;
3521;Miskolci               ;út       ;Szirma;0;;0;
3519;Miskolctapolcai        ;út       ;Tapolca;0;;0;
3529;Móga János;utca;;0;;0;
3534;Mókus;liget;;0;;0;
3534;Mogyoró                ;utca;;0;;0;
3519;Moha;utca;Tapolca;0;;0;
3535;Mohás                  ;utca;;0;;0;
3521;Mohostó                ;utca       ;Szirma;0;;0;
3534;Mokri-Mészáros         ;utca;;0;;0;
3534;Mongol                 ;utca;;0;;0;
3519;Monostor               ;utca;;0;;0;
3533;Mónus Illés            ;utca;;0;;0;
3535;Móra Ferenc            ;utca;;0;;0;
3534;Móricz Zsigmond        ;utca;;0;;0;
3534;Muhi                   ;utca;;0;;0;
3530;Munkácsy Mihály        ;utca;;0;;0;
3534;Munkás                 ;utca;;0;;0;
3528;Mura                   ;utca;;0;;0;
3525;Muskátli;utca;;0;;0;
3531;Muszkás;oldal;;0;;0;
3531;Muszkás;telep;;0;;0;
3529;Műhely                 ;utca;;0;;0;
3508;Nádas                  ;utca;;0;;0;
3533;Nádastó;dűlő;;0;;0;
3525;Nagy Ferenc            ;utca;;0;;0;
3525;Nagy Imre;út;;0;;0;
3532;Nagy Kerekhegy;dűlő;;0;;0;
3532;Nagy király;dűlő;;0;;0;
3534;Nagy Lajos király      ;útja;;0;;0;
3521;Nagy László            ;utca;;0;;0;
3518;Nagy László            ;dűlő út;;0;;0;
3531;Nagy Sándor            ;utca;;0;;0;
3530;Nagy-Avas alsó;sor;Avas;0;;0;
3530;Nagy-Avas csonka;sor;Avas;0;;0;
3530;Nagy-Avas felső;sor;Avas;0;;0;
3530;Nagy-Avas közép;sor;Avas;0;;0;
3533;Nagycsermőke           ;dűlő;;0;;0;
3515;Nagykőkötő;;;0;;0;
3533;Nagymagashegy;;;0;;0;
3528;Nagypást               ;tanya;;0;;0;
3531;Nagysándor József;utca;;0;;0;
3508;Nagyszalonta           ;utca;;0;;0;
3508;Nagyszebeni            ;utca;;0;;0;
3519;Nagyszentbenedek       ;dűlő;;0;;0;
3508;Nagyváradi             ;utca;;0;;0;
3530;Nagyváthy János        ;utca;;-1;;0;
3531;Nagyváthy János        ;utca;;-2;;0;
3508;Nándorfehérvári        ;utca;;0;;0;
3531;Nap                    ;utca;;0;;0;
3525;Napfény;utca;;0;;0;
3525;Napfürdő               ;utca;;0;;0;
3533;Napos;köz      ;;0;;0;
3533;Naposdomb;utca;;0;;0;
3533;Naposdomb;köz      ;;0;;0;
3525;Napraforgó             ;utca;;0;;0;
3525;Napsugár;utca;;0;;0;
3529;Nárcisz                ;utca;;0;;0;
3530;Nefelejcs              ;utca;;0;;0;
3533;Negyedik               ;utca;;0;;0;
3508;Negyvennyolcas         ;utca;;0;;0;
3532;Nemzetőr               ;utca;;0;;0;
3525;Nimród                 ;utca;;0;;0;
3534;Nyár                   ;utca;;0;;0;
3533;Nyárfa                 ;utca;;0;;0;
3531;Nyírfa                 ;utca;;0;;0;
3529;Nyíri Dániel           ;utca;;0;;0;
3533;Nyírjes;utca;;0;;0;
3521;Nyírjes                ;tanya;;0;;0;
3519;Nyitrai                ;utca       ;Tapolca;0;;0;
3533;Nyolcadik              ;utca;;0;;0;
3533;Ó                      ;utca;;0;;0;
3533;Ógyár                  ;tér;;0;;0;
3533;Olvasztár              ;utca;;0;;0;
3517;Ómassa                 ;utca;;0;;0;
3533;Orgona                 ;utca;;0;;0;
3531;Orsó                   ;utca;;0;;0;
3528;Ottlik Géza;utca;Martinkertváros;0;;0;
3521;Óvoda                  ;utca       ;Szirma;0;;0;
3533;Örömhegy;tető;;0;;0;
3533;Örömhegy;utca;;0;;0;
3533;Örös                   ;utca;;0;;0;
3532;Örs                    ;utca;;0;;0;
3533;Ötödik                 ;utca;;0;;0;
3508;Őrház;utca;Hejőcsaba;0;;0;
3535;Őz                     ;utca;;0;;0;
3532;Őzugró                 ;dűlő;;0;;0;
3532;Őzugró                 ;utca;;0;;0;
3525;Pacsirta               ;utca;;0;;0;
3525;Pagony;utca;;0;;0;
3534;Páfrány                ;utca;;0;;0;
3533;Pajtás                 ;utca;;0;;0;
3519;Pákozd                 ;utca       ;Tapolca;0;;0;
3532;Pál                    ;utca;;0;;0;
3508;Palánt                 ;dűlő;;0;;0;
3525;Pallós                 ;utca;;0;;0;
3534;Pálma                  ;utca;;0;;0;
3525;Palóczy László         ;utca;;0;;0;
3517;Palota                 ;utca       ;Lillafüred;0;;0;
3518;Pálya;dűlő;;0;;0;
3528;Páncél                 ;utca;;0;;0;
3508;Panoráma;utca;;0;;0;
3535;Papír                  ;utca;;0;;0;
3530;Papszer                ;utca;;0;;0;
3529;Park                   ;utca;;0;;0;
3535;Partos                 ;utca;;0;;0;
3525;Patak                  ;utca;;0;;0;
3524;Pattantyús Ábrahám Géza;utca;Avas;0;;0;
3519;Páva                   ;utca       ;Tapolca;0;;0;
3517;Pávai Vajna Ferenc     ;sétány   ;Lillafüred;0;;0;
3519;Pazár István           ;sétány   ;Tapolca;0;;0;
3530;Pázmány                ;sor;;0;;0;
3527;Pázsit                 ;utca;;0;;0;
3535;Pecérvölgy;;;0;;0;
3518;Péch Antal             ;utca       ;Pereces;0;;0;
3529;Perczel Mór            ;utca;;0;;0;
3519;Perzsák;dűlő;Tapolca;0;;0;
3516;Pesti              ;út       ;Görömböly;-3;;0;
3508;Pesti          ;út       ;Hejőcsaba;2;;54;
3529;Petneházy Dávid        ;utca;;0;;0;
3530;Petőfi                 ;sor;;0;;0;
3526;Petőfi Sándor          ;tér;;0;;0;
3530;Petőfi Sándor          ;utca;;0;;0;
3527;Pfaff Ferenc;utca;;0;;0;
3528;Pilinszky;utca;;0;;0;
3525;Pilis                  ;utca;;0;;0;
3508;Pillangó               ;utca;;0;;0;
3525;Pintes                 ;utca;;0;;0;
3521;Pipacs                 ;utca       ;Szirma;0;;0;
3517;Pisztrángtelep;;;0;;0;
3533;Pitypang;dűlő;;0;;0;
3519;Platán;utca;;0;;0;
3533;Pléh Sándor            ;utca;;0;;0;
3521;Pólya Jenő             ;utca       ;Szirma;0;;0;
3528;Poprád                 ;utca;;0;;0;
3528;Pósa Lajos             ;utca;;0;;0;
3521;Posta                  ;utca       ;Szirma;0;;0;
3526;Pozsonyi               ;utca;;0;;0;
3508;Pöltenberg Ernő        ;utca       ;Görömböly;0;;0;
3525;Prizma;utca;;0;;0;
3508;Próbatétel;utca;Hejőcsaba;0;;0;
3517;Puskaporos             ;;Lillafüred;0;;0;
3535;Puskás Tivadar         ;utca;;0;;0;
3533;Puskin                 ;utca;;0;;0;
3508;Pusztaszeri            ;utca;;0;;0;
3518;Pünkösdhegy;;;0;;0;
3519;Püspöklak              ;utca       ;Tapolca;0;;0;
3528;Rába                   ;utca;;0;;0;
3532;Rácz Ádám              ;utca;;0;;0;
3530;Rácz György            ;utca;;0;;0;
3528;Radnóti Miklós         ;utca;;0;;0;
3521;Rák                    ;utca;;0;;0;
3530;Rákóczi Ferenc         ;utca;;0;;0;
3528;Régész                 ;utca;;0;;0;
3525;Régiposta              ;utca;;0;;0;
3521;Régi vasút;dűlő;;0;;0;
3531;Reisinger Ferenc       ;utca;;0;;0;
3530;Reményi Ede            ;utca;;0;;0;
3526;Repülőtéri             ;út;;0;;0;
3528;Rét                    ;utca;;0;;0;
3521;Retek                  ;utca;;0;;0;
3532;Réz                    ;utca;;0;;0;
3516;Rezeda;utca;Pingyom;0;;0;
3519;Rézműves;utca;Tapolca;0;;0;
3535;Rigó                   ;utca;;0;;0;
3508;Rigófütty;utca;;0;;0;
3519;Rimaszombati           ;utca;;0;;0;
3526;Robert Bosch;park;;0;;0;
3508;Rodostó                ;utca;;0;;0;
3534;Róna                   ;utca;;0;;0;
3535;Rozgonyi Piroska       ;utca;;0;;0;
3508;Rozmaring              ;utca;;0;;0;
3535;Rózsa         ;utca;;0;;0;
3501;Rózsás                 ;dűlő;;0;;0;
3501;Rózsás Lang            ;tanya;;0;;0;
3516;Rózsavölgyi            ;utca       ;Görömböly;0;;0;
3519;Rozsnyói               ;utca;;0;;0;
3519;Ruttkay György         ;utca;;0;;0;
3531;Ruzsini                ;utca;;0;;0;
3531;Ruzsinszőlő            ;dűlő;;0;;0;
3531;Ruzsinszőlő            ;utca;;0;;0;
3508;Sáfrány;köz;;0;;0;
3527;Sajó                   ;utca;;0;;0;
3527;Sajószigeti            ;utca;;0;;0;
3531;Salétrom               ;utca;;0;;0;
3529;Sályi István           ;utca;;0;;0;
3533;Sándor                 ;utca;;0;;0;
3530;Sarolta                ;utca;;0;;0;
3521;Sárosi Gyula           ;utca       ;Szirma;0;;0;
3535;Sas                    ;utca;;0;;0;
3525;Sassy Csaba ;tér;;0;;0;
3533;Sás                    ;utca;;0;;0;
3508;Sátor                  ;utca;;0;;0;
3531;Schweidel József       ;utca;;0;;0;
3517;Sebesvíz;;;0;;0;
3508;Segesvári              ;utca;;0;;0;
3525;Sellő                 ;utca;;0;;0;
3519;Sellő                  ;dűlő     ;Tapolca;0;;0;
3519;Selmeci                ;utca       ;Tapolca;0;;0;
3527;Selyemrét              ;utca;;0;;0;
3529;Semmelweis Ignác       ;utca;;0;;0;
3530;Serház                 ;utca;;0;;0;
3533;Sétány                 ;utca;;0;;0;
3529;Sibrik Miklós          ;utca;;0;;0;
3528;Sik                    ;utca;;0;;0;
3516;Simándy Pál            ;utca       ;Görömböly;0;;0;
3528;Sió                    ;utca;;0;;0;
3508;Síp                    ;utca;;0;;0;
3519;Sirály                 ;utca       ;Tapolca;0;;0;
3527;Soltész Nagy Kálmán    ;utca;;1;;7;
3527;Soltész Nagy Kálmán    ;utca;;2;;8;
3527;Soltész Nagy Kálmán    ;utca;;34;;36;
3529;Soltész Nagy Kálmán    ;utca;;-3;;0;
3530;Soltész Nagy Kálmán    ;utca;;9;;27;
3530;Soltész Nagy Kálmán    ;utca;;10;;32;
3525;Sólyom                 ;utca;;0;;0;
3518;Som                    ;utca       ;Pereces;0;;0;
3521;Somlay Artúr           ;utca       ;Szirma;0;;0;
3535;Somlyó Zoltán          ;utca;;0;;0;
3527;Sorompó                ;utca;;0;;0;
3533;Sportliget             ;utca;;0;;0;
3534;Stadion                ;utca;;0;;0;
3528;Stromfeld Aurél        ;utca;;0;;0;
3534;Sugár                  ;utca;;0;;0;
3508;Sütő János             ;utca;;0;;0;
3501;Szabadka               ;dűlő;;0;;0;
3532;Szabadság              ;utca;;0;;0;
3529;Szabadságharc          ;utca;;0;;0;
3517;Szabadság-kút;;;0;;0;
3516;Szabó Ervin            ;utca       ;Görömböly;0;;0;
3516;Szabó Károly           ;utca       ;Görömböly;0;;0;
3530;Szabó Lőrinc           ;sétány;;0;;0;
3516;Szabó Zoltán           ;utca       ;Görömböly;0;;0;
3521;Szacsvay Imre          ;utca       ;Szirma;0;;0;
3508;Szalag                 ;utca;;0;;0;
3521;Szalay András          ;utca       ;Szirma;0;;0;
3528;Szalay Lajos;utca;;0;;0;
3508;Szamóca                ;köz;;0;;0;
3532;Szamos                 ;utca;;0;;0;
3533;Szántó Kovács János    ;utca;;0;;0;
3534;Szarkahegy;utca;;0;;0;
3532;Szarkahegy;dűlő;;0;;0;
3532;Szarkahegy-Dália;dűlő;;0;;0;
3532;Szarkahegy-Fenyő;dűlő;;0;;0;
3532;Szarkahegy-Orgona;dűlő;;0;;0;
3532;Szarkahegy-Rózsa;dűlő;;0;;0;
3532;Szarkahegy-Szegfű;dűlő;;0;;0;
3532;Szarkaláb;dűlőút;;0;;0;
3519;Szathmáry Király Pál   ;utca       ;Tapolca;0;;0;
3525;Százszorszép;utca;;0;;0;
3519;Szebeni                ;utca       ;Tapolca;0;;0;
3525;Széchenyi István       ;út;;-1;;0;
3530;Széchenyi István       ;út;;-2;;0;
3533;Szeder                 ;utca;;0;;0;
3533;Szegedi                ;utca;;0;;0;
3525;Szegfű                 ;utca;;0;;0;
3535;Székely                ;utca;;0;;0;
3527;Szekerész              ;utca;;0;;0;
3526;Szeles                 ;utca;;0;;0;
3517;Szeleta                ;utca       ;Lillafüred;0;;0;
3530;Szemere Bertalan       ;utca;;0;;0;
3518;Szén                   ;utca       ;Pereces;0;;0;
3521;Széna                  ;utca;;0;;0;
3526;Szendrei János         ;utca;;0;;0;
3528;Szénfy Gusztáv         ;utca;;0;;0;
3525;Szent Anna;utca;;0;;0;
3531;Szent Anna;tér;;0;;0;
3525;Szent Flórián;tér;;0;;0;
3525;Szent György;tér;;0;;0;
3532;Szent Imre             ;tér;;0;;0;
3530;Szent István           ;tér;;0;;0;
3530;Szent István           ;utca;;0;;0;
3525;Szent László           ;utca;;0;;0;
3519;Szent Márton;dűlő;;0;;0;
3519;Szentbenedekhegyi     ;dűlő;;0;;0;
3519;Szentbenedekhegyi     ;utca;;0;;0;
3529;Szentgyörgy            ;út;;0;;0;
3518;Szentistványi          ;utca       ;Pereces;0;;0;
3519;Szentkereszthegy;;;0;;0;
3517;Szentlélek;;;0;;0;
3525;Szentpáli              ;utca;;0;;0;
3526;Szentpéteri;kapu;;0;;0;
3521;Szép                   ;utca;;0;;0;
3525;Szepessy Pál           ;utca;;0;;0;
3535;Szépvölgy              ;utca;;0;;0;
3521;Szerb Antal            ;utca       ;Szirma;0;;0;
3532;Szerdahelyi Kálmán     ;utca;;0;;0;
3508;Szeretet               ;utca;;0;;0;
3519;Szerzetes;dűlő;;0;;0;
3533;Szervezet              ;utca;;0;;0;
3530;Sziget                 ;sor;;0;;0;
3529;Szigethy Mihály        ;utca;;0;;0;
3529;Szigligeti Ede         ;tér;;0;;0;
3535;Szikla                 ;utca;;0;;0;
3529;Szilágyi Dezső         ;utca;;0;;0;
3529;Szilvás                ;utca;;0;;0;
3535;Szilvásvölgy;;;0;;0;
3527;Szinva                 ;utca;;0;;0;
3534;Szinyei Merse Pál      ;utca;;0;;0;
3508;Szirmai                ;utca;;0;;0;
3521;Szirmay Antal          ;utca;;0;;0;
3518;Szirom                 ;utca;Pereces;0;;0;
3519;Szitakötő              ;utca       ;Tapolca;0;;0;
3525;Szivárvány;utca;;0;;0;
3516;Szolártsik Sándor      ;tér      ;Görömböly;0;;0;
3527;Szondy György          ;telep;;0;;0;
3527;Szondy György          ;utca;;0;;0;
3508;Szózat                 ;utca;;0;;0;
3516;Szőlő                  ;utca;;0;;0;
3531;Szövő                  ;utca;;0;;0;
3528;Szrog Sámuel           ;utca;;0;;0;
3525;Szűcs Sámuel           ;utca;;0;;0;
3508;Szűcs Sándor           ;utca;;0;;0;
3519;Szűrcsapó              ;utca;;0;;0;
3519;Szűrszabó ;utca;;0;;0;
3508;Tábortűz               ;utca;;0;;0;
3525;Tag                    ;utca;;0;;0;
3518;Taksony                ;utca       ;Pereces;0;;0;
3528;Takta;utca;Martinkertváros;0;;0;
3508;Tallér                 ;utca;;0;;0;
3532;Tamási Áron            ;utca;;0;;0;
3529;Tampere;lépcső;;0;;0;
3518;Táncihegy;;;0;;0;
3518;Táncihegy;dűlő;Pereces;0;;0;
3534;Táncsics Mihály        ;tér;;0;;0;
3519;Tanító                 ;utca;;0;;0;
3516;Tapolcai               ;utca       ;Görömböly;0;;0;
3535;Tapolcarét;;;0;;0;
3528;Tapoly                 ;utca;;0;;0;
3516;Tarcsa;dülő;;0;;0;
3525;Tárkányi Béla          ;utca;;0;;0;
3528;Tarló                  ;utca;;0;;0;
3528;Tarna;utca;;0;;0;
3518;Tárna                  ;tér      ;Pereces;0;;0;
3516;Tárogató               ;utca       ;Görömböly;0;;0;
3521;Tartsay Vilmos;utca;;0;;0;
3526;Tass                   ;utca;;0;;0;
3534;Tatár                  ;köz;;0;;0;
3531;Tatár                  ;utca;;0;;0;
3534;Tatárárok              ;utca;;0;;0;
3533;Tatárdomb;;;0;;0;
3532;Tátra                  ;utca;;0;;0;
3519;Tavasz;utca;Tapolca;0;;0;
3528;Tavirózsa;út;;0;;0;
3533;Técsey Ferenc          ;utca;;0;;0;
3516;Tégla                  ;utca       ;Görömböly;0;;0;
3533;Téglagyári             ;utca;;0;;0;
3531;Teleki                 ;sor;;0;;0;
3530;Teleki Blanka          ;utca;;0;;0;
3534;Telepy György          ;utca;;0;;0;
3528;Temes                  ;utca;;0;;0;
3526;Temesvári              ;utca;;0;;0;
3525;Temető                 ;utca;;0;;0;
3516;Temetőalja             ;utca       ;Görömböly;0;;0;
3528;Templom                ;tér;;0;;0;
3508;Templom                ;utca;;0;;0;
3516;Templomhegyi           ;utca       ;Görömböly;0;;0;
3532;Testvériség            ;utca;;0;;0;
3529;Testvérvárosok         ;útja;;0;;0;
3526;Tetemvár ;alsósor;;0;;0;
3526;Tetemvár;felsősor;;0;;0;
3526;Tetemvár              ;középsor;;0;;0;
3526;Tetemvár         ;sor;;0;;0;
3527;Teréz;utca;;0;;0;
3519;Thaly Kálmán           ;utca       ;Tapolca;0;;0;
3531;Thököly Imre           ;utca;;0;;0;
3519;Tímár                  ;utca;;0;;0;
3531;Tímár malom            ;utca;;0;;0;
3525;Tinódi                 ;utca;;0;;0;
3528;Tisza                  ;utca;;0;;0;
3533;Tizedik                ;utca;;0;;0;
3533;Tizenegyedik           ;utca;;0;;0;
3530;Tizeshonvéd            ;köz;;0;;0;
3525;Tizeshonvéd            ;utca;;0;;0;
3534;Tokaji Ferenc          ;utca;;0;;0;
3525;Toldi Miklós           ;utca;;0;;0;
3530;Tompa Mihály           ;utca;;0;;0;
3534;Tópart                 ;utca;;0;;0;
3533;Topiczer János         ;utca;;0;;0;
3519;Tornai                 ;utca;;0;;0;
3532;Torontáli              ;utca;;0;;0;
3530;Toronyalja             ;utca;;0;;0;
3531;Tóth                   ;sor;;0;;0;
3535;Tóth Árpád             ;utca;;0;;0;
3528;Tóth Pál               ;utca;;0;;0;
3533;Töbrös                 ;utca;;0;;0;
3535;Tölgy                  ;utca;;0;;0;
3527;Tölgyesi               ;utca;;0;;0;
3508;Töltés                 ;utca;;0;;0;
3535;Tömörkény István       ;utca;;0;;0;
3527;Tömösi                 ;utca;;0;;0;
3531;Török Ignác            ;utca;;0;;0;
3535;Törökverő              ;utca;;0;;0;
3519;Trencséni              ;utca       ;Tapolca;0;;0;
3530;Tulipán                ;utca;;0;;0;
3516;Tücsök                 ;utca       ;Görömböly;0;;0;
3527;Tüzér                  ;utca;;0;;0;
3518;Ucekaj                 ;dűlő;;0;;0;
3530;Uitz Béla              ;utca;;0;;0;
3521;Új Élet                ;utca       ;Szirma;0;;0;
3518;Újakna                 ;utca       ;Pereces;0;;0;
3533;Újgyőri;főtér;;0;;0;
3532;Újítók                 ;utca;;0;;0;
3519;Újjáépítés             ;utca       ;Tapolca;0;;0;
3521;Újkert                 ;utca       ;Szirma;0;;0;
3517;Újmassa;;;0;;0;
3519;Ungvári                ;utca       ;Tapolca;0;;0;
3534;Üllő                   ;utca;;0;;0;
3527;Üteg                   ;utca;;0;;0;
3521;Váci Mihály            ;utca       ;Szirma;0;;0;
